buy_date,buy_price,sell_date,sell_price,return_pct,highest,max_return_pct,sell_type,sell_reason,score,code,board,board_type,n_limit
2025-02-24 00:00:00,4.44,2025-02-26 00:00:00,5.37,20.95,5.37,20.95,take_profit,止盈: 20.95%,79,000573,深主板,main,3
2024-11-05 00:00:00,7.6,2024-11-08 00:00:00,7.96,4.74,8.36,10.0,peak_signal,见顶信号: RSI80.3+上影82.1%,71,000576,深主板,main,2
2024-03-19 00:00:00,12.27,2024-03-22 00:00:00,11.2,-8.72,12.6,2.69,stop_loss,止损: -8.72%,63,000586,深主板,main,4
2026-04-02 00:00:00,17.15,2026-04-07 00:00:00,20.76,21.05,20.76,21.05,take_profit,止盈: 21.05%,63,000586,深主板,main,5
2024-10-30 00:00:00,2.54,2024-10-31 00:00:00,2.59,1.97,2.79,9.84,trailing_stop,追踪止损: 从高点-7.17%,68,000592,深主板,main,2
2025-10-17 00:00:00,3.71,2025-10-22 00:00:00,3.75,1.08,4.08,9.97,trailing_stop,追踪止损: 从高点-8.09%,62,000592,深主板,main,2
2025-11-04 00:00:00,8.57,2025-11-07 00:00:00,8.9,3.85,9.62,12.25,trailing_stop,追踪止损: 从高点-7.48%,80,000592,深主板,main,4
2025-10-24 00:00:00,8.71,2025-10-30 00:00:00,10.54,21.01,10.54,21.01,take_profit,止盈: 21.01%,71,000593,深主板,main,3
2025-11-12 00:00:00,11.44,2025-11-13 00:00:00,10.5,-8.22,11.44,0.0,stop_loss,止损: -8.22%,60,000593,深主板,main,3
2026-01-14 00:00:00,17.41,2026-01-19 00:00:00,15.2,-12.69,18.95,8.85,stop_loss,止损: -12.69%,68,000593,深主板,main,3
2026-01-26 00:00:00,17.71,2026-01-29 00:00:00,16.18,-8.64,18.38,3.78,stop_loss,止损: -8.64%,80,000593,深主板,main,3
2026-01-26 00:00:00,17.71,2026-01-29 00:00:00,16.18,-8.64,18.38,3.78,stop_loss,止损: -8.64%,80,000593,深主板,main,2
2026-04-28 00:00:00,25.44,2026-05-07 00:00:00,25.74,1.18,27.99,10.02,trailing_stop,追踪止损: 从高点-8.04%,79,000593,深主板,main,2
2024-02-26 00:00:00,4.94,2024-02-28 00:00:00,4.48,-9.31,5.19,5.06,stop_loss,止损: -9.31%,67,000595,深主板,main,2
2024-03-05 00:00:00,5.04,2024-03-19 00:00:00,5.06,0.4,5.39,6.94,trailing_stop,追踪止损: 从高点-6.12%,67,000595,深主板,main,2
2024-08-21 00:00:00,4.08,2024-08-22 00:00:00,4.15,1.72,4.42,8.33,trailing_stop,追踪止损: 从高点-6.11%,70,000595,深主板,main,2
2024-10-23 00:00:00,9.74,2024-10-24 00:00:00,10.01,2.77,10.65,9.34,trailing_stop,追踪止损: 从高点-6.01%,55,000595,深主板,main,4
2024-10-23 00:00:00,9.74,2024-10-24 00:00:00,10.01,2.77,10.65,9.34,trailing_stop,追踪止损: 从高点-6.01%,55,000595,深主板,main,2
2025-03-19 00:00:00,6.74,2025-03-21 00:00:00,7.77,15.28,8.15,20.92,take_profit,止盈: 15.28%,80,000595,深主板,main,2
2024-10-29 00:00:00,6.3,2024-10-30 00:00:00,5.79,-8.1,6.3,0.0,stop_loss,止损: -8.10%,61,000599,深主板,main,2
2025-03-19 00:00:00,4.8,2025-03-21 00:00:00,5.42,12.92,5.81,21.04,trailing_stop,追踪止损: 从高点-6.71%,72,000601,深主板,main,2
2025-04-15 00:00:00,6.14,2025-04-18 00:00:00,5.93,-3.42,6.35,3.42,end_of_data,数据结束,85,000601,深主板,main,2
2025-04-15 00:00:00,6.14,2025-04-28 00:00:00,6.86,11.73,7.43,21.01,trailing_stop,追踪止损: 从高点-7.67%,85,000601,深主板,main,2
2025-04-25 00:00:00,6.94,2025-04-28 00:00:00,6.86,-1.15,7.43,7.06,peak_signal,见顶信号: RSI83.3+上影56.8%,61,000601,深主板,main,2
2024-11-05 00:00:00,6.05,2024-11-07 00:00:00,7.33,21.16,7.33,21.16,take_profit,止盈: 21.16%,85,000605,深主板,main,4
2024-11-29 00:00:00,6.17,2024-12-03 00:00:00,7.47,21.07,7.47,21.07,take_profit,止盈: 21.07%,63,000619,深主板,main,3
