code,board,bars,first_bar,last_bar,written,status,errors
000063,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000065,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000066,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000068,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000069,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000070,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000078,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000088,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000089,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000090,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000096,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000099,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000100,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000151,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000153,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000155,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000156,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000157,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000158,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000159,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000166,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000301,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000333,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000338,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000400,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000401,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000402,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000403,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000404,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000407,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000408,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000409,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000410,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000411,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000415,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000417,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000419,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000420,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000421,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000422,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000423,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000425,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000426,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000428,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000429,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000430,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000488,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000498,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000501,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000503,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000504,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000505,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000506,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000507,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000509,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000510,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000513,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000514,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000516,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000638,main_sz,0,,,0,no_data,无数据
000517,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000518,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000519,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000520,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000521,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000523,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000524,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000525,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000526,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000528,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000529,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000530,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000531,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000532,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000533,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000534,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000536,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000537,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000538,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000539,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000541,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000543,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000544,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000545,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000546,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000547,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000548,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000550,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000551,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000552,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000553,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000554,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000555,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000557,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000558,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000559,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000560,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000561,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000563,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000564,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000565,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000566,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000567,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000568,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000570,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000571,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000572,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000573,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000576,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000581,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000582,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000586,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000589,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000590,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000591,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000592,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000593,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000595,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000596,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000597,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000598,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000599,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000600,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000601,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000603,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000605,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000607,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000608,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000609,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000610,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000612,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000615,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000617,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000619,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000620,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000623,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000625,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000626,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000628,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000629,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000630,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000631,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000632,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000633,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000635,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000636,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000637,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000639,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000650,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000651,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000652,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000655,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000656,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000657,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000659,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000661,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000663,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000665,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000668,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000691,main_sz,2,2026-05-28 00:00,2026-06-01 00:00,0,error,数据覆盖率不足: 2/3 (66.7%) < 80%
000669,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000670,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000672,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000676,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000677,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000678,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000679,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000680,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000681,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000682,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000683,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000685,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000686,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000688,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000690,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000692,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000695,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000697,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000698,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000700,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000701,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000702,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000703,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000705,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000707,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000708,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000709,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000710,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000711,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000712,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000713,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000715,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000716,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000717,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000718,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000719,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000720,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000721,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000722,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000723,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000725,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000726,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000727,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000728,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000729,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000731,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000733,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000735,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000736,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000737,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000738,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000739,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000750,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000751,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000752,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000753,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000755,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000756,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000757,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000758,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000759,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000761,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000762,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000766,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000767,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000768,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000776,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000777,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000778,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000779,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000782,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000783,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000785,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000786,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000788,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000789,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000790,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000791,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000792,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000793,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000795,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000796,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000797,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000798,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000799,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000800,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000801,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000802,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000803,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000807,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000809,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000810,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000811,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000812,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000813,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000815,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000816,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000818,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000819,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000820,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000821,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000822,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000823,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000825,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000826,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000828,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000829,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000830,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000831,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000833,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000837,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000838,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000839,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000848,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000850,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000852,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000856,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000858,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000859,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000860,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000862,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000863,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000868,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000869,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000875,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000876,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000877,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000878,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000880,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000881,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000882,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000883,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000885,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000886,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000887,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000888,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000889,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000890,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000892,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000893,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000895,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000897,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000898,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000899,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000900,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000901,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000902,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000903,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000905,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000906,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000908,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000909,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000910,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000911,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000912,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000913,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000915,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000917,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000919,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000920,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000921,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000922,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000923,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000925,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
000926,main_sz,3,2026-05-28 00:00,2026-06-01 00:00,3,ok,
