code,name,source_a_count,source_b_count,merged_count,fix_from,price_mismatch,quality_issues
000090,天健集团,0,24,24,BaoStock(单源),0,0
000096,广聚能源,0,24,24,BaoStock(单源),0,0
000099,中信海直,0,24,24,BaoStock(单源),0,0
000100,TCL科技,0,24,24,BaoStock(单源),0,0
000151,中成股份,0,24,24,BaoStock(单源),0,0
000153,丰原药业,0,24,24,BaoStock(单源),0,0
000155,川能动力,0,24,24,BaoStock(单源),0,0
000156,华数传媒,0,24,24,BaoStock(单源),0,0
000157,中联重科,0,24,24,BaoStock(单源),0,0
000158,常山北明,0,24,24,BaoStock(单源),0,0
000159,国际实业,0,24,24,BaoStock(单源),0,0
000166,申万宏源,0,24,24,BaoStock(单源),0,0
000301,东方盛虹,0,24,24,BaoStock(单源),0,0
000333,美的集团,0,24,24,BaoStock(单源),0,0
000338,潍柴动力,0,24,24,BaoStock(单源),0,0
000400,许继电气,0,24,24,BaoStock(单源),0,0
000401,金隅冀东,0,24,24,BaoStock(单源),0,0
000402,金 融 街,0,24,24,BaoStock(单源),0,0
000403,派林生物,0,24,24,BaoStock(单源),0,0
000404,长虹华意,0,24,24,BaoStock(单源),0,0
000407,胜利股份,0,24,24,BaoStock(单源),0,0
000408,藏格矿业,0,24,24,BaoStock(单源),0,0
000409,云鼎科技,0,24,24,BaoStock(单源),0,0
000410,沈阳机床,0,24,24,BaoStock(单源),0,0
000411,英特集团,0,24,24,BaoStock(单源),0,0
000415,渤海租赁,0,24,24,BaoStock(单源),0,0
000417,合百集团,0,24,24,BaoStock(单源),0,0
000419,通程控股,0,24,24,BaoStock(单源),0,0
000420,吉林化纤,0,24,24,BaoStock(单源),0,0
000421,南京公用,0,24,24,BaoStock(单源),0,0
000422,湖北宜化,0,24,24,BaoStock(单源),0,0
000423,东阿阿胶,0,24,24,BaoStock(单源),0,0
000425,徐工机械,0,24,24,BaoStock(单源),0,0
000426,兴业银锡,0,24,24,BaoStock(单源),0,0
000428,华天酒店,0,24,24,BaoStock(单源),0,0
000429,粤高速Ａ,0,24,24,BaoStock(单源),0,0
