sell_date,sell_price,return_pct,max_return_pct,sell_type,d0_vol_ratio,d0_upper_shadow,d1_gap,buy_date,code,board,board_type,n_limit
2024-07-15 00:00:00,2.28,-9.52,2.78,stop_loss,2.94,0.0,-3.08,2024-07-03 00:00:00,000520,深主板,main,2
2024-12-17 00:00:00,5.7,-8.65,0.0,stop_loss,2.08,0.0,-2.19,2024-12-16 00:00:00,000520,深主板,main,2
2025-05-15 00:00:00,5.5,8.06,21.02,trailing_stop,2.34,0.0,0.0,2025-05-14 00:00:00,000520,深主板,main,2
2025-06-18 00:00:00,5.54,6.95,15.44,trailing_stop,3.39,0.0,-1.71,2025-06-16 00:00:00,000520,深主板,main,2
2025-12-10 00:00:00,3.51,0.57,8.02,trailing_stop,7.6,0.0,-1.69,2025-11-27 00:00:00,000523,深主板,main,2
2026-02-02 00:00:00,3.77,-12.33,0.0,stop_loss,2.74,0.0,1.42,2026-01-21 00:00:00,000523,深主板,main,2
2024-03-21 00:00:00,9.35,15.29,18.13,take_profit,2.3,0.0,-0.61,2024-03-07 00:00:00,000524,深主板,main,2
2024-03-22 00:00:00,8.95,1.7,8.86,trailing_stop,2.08,0.0,-3.3,2024-03-19 00:00:00,000524,深主板,main,2
2025-04-07 00:00:00,5.52,-9.21,0.66,stop_loss,2.76,0.0,-2.09,2025-02-26 00:00:00,000529,深主板,main,2
2025-03-24 00:00:00,6.35,3.76,13.4,trailing_stop,2.65,0.0,-0.16,2025-02-28 00:00:00,000530,深主板,main,2
2025-07-03 00:00:00,6.65,12.14,20.24,trailing_stop,2.1,0.0,-1.0,2025-06-06 00:00:00,000530,深主板,main,2
2025-07-07 00:00:00,6.98,5.12,13.55,trailing_stop,2.7,0.0,0.45,2025-07-03 00:00:00,000530,深主板,main,2
2025-04-02 00:00:00,6.23,0.16,7.72,trailing_stop,2.91,0.0,0.0,2025-01-15 00:00:00,000531,深主板,main,2
2025-11-17 00:00:00,6.98,4.65,11.69,trailing_stop,6.09,0.0,-1.91,2025-10-16 00:00:00,000531,深主板,main,2
2025-12-26 00:00:00,16.4,3.02,10.68,trailing_stop,7.03,0.0,1.27,2025-12-11 00:00:00,000532,深主板,main,2
2025-03-24 00:00:00,7.07,0.14,7.65,trailing_stop,3.63,0.0,0.86,2025-03-13 00:00:00,000533,深主板,main,2
