code,board,n_limit,position,date,rsi14,K,D,J,macd_dif,macd_dea,macd_hist,macd_golden_cross,macd_dead_cross,macd_above_zero,boll_position,boll_width_pct,above_ma5,dist_ma5_pct,above_ma10,dist_ma10_pct,above_ma20,dist_ma20_pct,above_ma60,dist_ma60_pct,atr,atr_pct,vol_ratio_5d,vol_ratio_1d,kdj_golden_cross,kdj_dead_cross,kdj_overbought,kdj_oversold
000001,深主板,1,buy_day,2024-02-21 00:00:00,76.2,87.2,71.1,119.3,0.0933,-0.0052,0.197,False,False,True,1.21,19.43,True,10.24,True,13.64,True,13.86,True,13.86,0.299,3.24,2.99,4.5,False,False,False,False
000001,深主板,1,buy_next,2024-02-22 00:00:00,77.3,91.3,77.8,118.2,0.1724,0.0303,0.2842,False,False,True,1.06,24.74,True,8.1,True,12.87,True,13.77,True,13.77,0.298,3.2,2.14,0.97,False,False,False,False
000001,深主板,1,sell_peak,2024-02-23 00:00:00,75.6,88.1,81.3,101.7,0.2284,0.0699,0.3171,False,False,True,0.94,27.36,True,4.67,True,10.35,True,12.11,True,12.11,0.306,3.29,1.24,0.72,False,False,True,False
000002,深主板,1,buy_day,2024-04-29 00:00:00,63.4,48.6,25.5,94.6,-0.0471,-0.0716,0.0491,True,False,False,1.04,17.9,True,10.88,True,10.32,True,9.6,True,9.6,0.297,3.94,2.21,1.22,False,False,False,False
000002,深主板,1,buy_next,2024-04-30 00:00:00,58.3,56.3,35.8,97.2,-0.005,-0.0583,0.1067,False,False,False,0.86,18.91,True,6.07,True,7.59,True,6.82,True,6.82,0.308,4.16,2.21,1.28,False,False,False,False
000002,深主板,1,sell_peak,2024-05-06 00:00:00,59.4,61.0,44.2,94.7,0.0321,-0.0402,0.1446,False,False,True,0.85,19.77,True,4.04,True,7.76,True,6.96,True,6.96,0.32,4.29,1.39,0.83,False,False,False,False
000002,深主板,1,buy_day,2024-05-17 00:00:00,,73.7,58.4,104.1,0.1798,0.0506,0.2584,False,False,True,0.84,33.31,True,11.21,True,11.21,True,11.21,True,11.21,0.605,6.72,2.01,1.39,False,False,False,False
000002,深主板,1,buy_next,2024-05-20 00:00:00,,78.1,65.0,104.3,0.2749,0.0954,0.359,False,False,True,0.79,36.57,True,10.47,True,10.47,True,10.47,True,10.47,0.614,6.69,1.53,0.95,False,False,False,False
000002,深主板,1,sell_peak,2024-05-22 00:00:00,,80.6,73.8,94.3,0.4165,0.1999,0.4332,False,False,True,0.76,36.64,True,4.56,True,9.41,True,9.41,True,9.41,0.611,6.5,1.05,1.53,False,False,False,False
000002,深主板,3,buy_day,2024-09-26 00:00:00,96.1,87.7,80.0,103.3,0.2661,0.1147,0.3028,False,False,True,1.1,31.66,True,10.77,True,17.39,True,18.88,True,18.88,0.309,3.85,1.93,1.34,False,False,False,False
000002,深主板,3,buy_next,2024-09-27 00:00:00,97.3,91.8,83.9,107.6,0.3971,0.1712,0.4519,False,False,True,1.12,44.54,True,15.59,True,24.47,True,27.69,True,27.69,0.347,3.92,2.17,1.33,False,False,True,False
000002,深主板,3,sell_peak,2024-10-08 00:00:00,98.3,93.9,89.6,102.5,0.7436,0.3488,0.7898,False,False,True,1.08,71.79,True,17.18,True,32.25,True,41.42,True,41.42,0.471,4.54,2.17,1.89,False,False,True,False
000002,深主板,1,buy_day,2025-02-12 00:00:00,68.6,71.6,64.9,85.0,0.1684,0.1044,0.128,False,False,True,1.09,16.11,True,7.39,True,8.94,True,9.44,True,9.44,0.459,5.77,1.65,2.19,True,False,False,False
000002,深主板,1,buy_next,2025-02-13 00:00:00,68.7,74.9,68.2,88.1,0.2094,0.1254,0.168,False,False,True,0.97,18.59,True,4.84,True,7.67,True,8.78,True,8.78,0.464,5.82,2.29,1.51,False,False,False,False
000002,深主板,1,sell_peak,2025-02-13 00:00:00,68.7,74.9,68.2,88.1,0.2094,0.1254,0.168,False,False,True,0.97,18.59,True,4.84,True,7.67,True,8.78,True,8.78,0.464,5.82,2.29,1.51,False,False,False,False
000002,深主板,1,buy_day,2025-12-10 00:00:00,27.4,27.2,14.4,52.8,-0.2843,-0.2239,-0.1208,False,False,False,0.5,29.72,True,5.63,True,2.72,False,-0.06,False,-0.06,0.22,4.19,2.47,2.7,True,False,False,False
000002,深主板,1,buy_next,2025-12-11 00:00:00,24.9,37.4,22.1,68.1,-0.2764,-0.2344,-0.0841,False,False,False,0.39,28.79,True,1.6,False,-0.02,False,-3.23,False,-3.23,0.219,4.32,1.66,0.86,False,False,False,False
000002,深主板,1,sell_peak,2025-12-11 00:00:00,24.9,37.4,22.1,68.1,-0.2764,-0.2344,-0.0841,False,False,False,0.39,28.79,True,1.6,False,-0.02,False,-3.23,False,-3.23,0.219,4.32,1.66,0.86,False,False,False,False
000004,深主板,1,buy_day,2024-02-27 00:00:00,66.5,82.4,64.9,117.4,0.2253,-0.0913,0.6332,False,False,True,1.01,48.21,True,13.25,True,24.61,True,24.79,True,24.79,0.972,7.17,1.03,0.84,False,False,False,False
000004,深主板,1,buy_next,2024-02-28 00:00:00,55.2,75.4,68.4,89.5,0.2687,-0.0193,0.576,False,False,True,0.74,47.67,False,-0.47,True,9.15,True,11.22,True,11.22,1.065,8.73,2.28,2.3,False,False,False,False
000004,深主板,1,sell_peak,2024-02-28 00:00:00,55.2,75.4,68.4,89.5,0.2687,-0.0193,0.576,False,False,True,0.74,47.67,False,-0.47,True,9.15,True,11.22,True,11.22,1.065,8.73,2.28,2.3,False,False,False,False
000004,深主板,1,buy_day,2024-05-07 00:00:00,63.0,72.7,72.8,72.6,0.1315,0.0618,0.1394,False,False,True,0.99,16.8,True,5.55,True,7.97,True,8.28,True,8.28,0.631,5.5,1.08,0.8,False,False,False,False
000004,深主板,1,buy_next,2024-05-08 00:00:00,58.3,69.1,71.6,64.2,0.1575,0.0809,0.1532,False,False,True,0.77,16.97,True,2.0,True,3.86,True,4.66,True,4.66,0.639,5.74,2.21,2.27,False,False,False,False
000004,深主板,1,sell_peak,2024-05-08 00:00:00,58.3,69.1,71.6,64.2,0.1575,0.0809,0.1532,False,False,True,0.77,16.97,True,2.0,True,3.86,True,4.66,True,4.66,0.639,5.74,2.21,2.27,False,False,False,False
000004,深主板,1,buy_day,2024-06-18 00:00:00,47.4,64.7,46.2,101.5,-0.2337,-0.2589,0.0504,True,False,False,0.83,23.63,True,6.82,True,9.5,True,7.81,True,7.81,0.518,5.09,2.46,3.8,False,False,False,False
000004,深主板,1,buy_next,2024-06-19 00:00:00,56.1,74.0,55.5,111.0,-0.1038,-0.2279,0.2481,False,False,False,1.02,28.66,True,11.69,True,16.58,True,14.94,True,14.94,0.557,5.07,4.1,2.05,False,False,False,False
000004,深主板,1,sell_peak,2024-06-19 00:00:00,56.1,74.0,55.5,111.0,-0.1038,-0.2279,0.2481,False,False,False,1.02,28.66,True,11.69,True,16.58,True,14.94,True,14.94,0.557,5.07,4.1,2.05,False,False,False,False
000004,深主板,2,buy_day,2024-06-27 00:00:00,,100.0,100.0,100.0,0.0,0.0,0.0,,,,0.5,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1.18,11.15,1.0,0.0,,,,
000004,深主板,2,buy_next,2024-06-28 00:00:00,,100.0,100.0,100.0,0.0846,0.0169,0.1353,True,False,True,0.68,26.99,True,4.77,True,4.77,True,4.77,True,4.77,1.21,10.4,2.4,2.4,False,False,True,False
000004,深主板,2,sell_peak,2024-07-01 00:00:00,57.6,87.2,95.7,70.1,0.0876,0.0311,0.1131,False,False,True,0.42,19.93,False,-1.51,False,-1.51,False,-1.51,False,-1.51,1.18,10.87,1.2,0.85,False,True,True,False
000004,深主板,1,buy_day,2024-07-15 00:00:00,84.9,81.8,76.4,92.5,0.0799,0.017,0.1257,False,False,True,0.94,17.03,True,7.51,True,7.51,True,7.51,True,7.51,0.648,5.91,1.85,2.52,True,False,False,False
000004,深主板,1,buy_next,2024-07-16 00:00:00,85.6,77.8,76.9,79.7,0.1446,0.0425,0.2041,False,False,True,0.84,20.01,True,6.04,True,6.74,True,6.74,True,6.74,0.675,6.12,2.6,1.64,False,False,False,False
000004,深主板,1,sell_peak,2024-07-23 00:00:00,72.9,74.1,74.5,73.3,0.432,0.2231,0.4177,False,False,True,0.84,30.24,True,4.54,True,9.34,True,10.18,True,10.18,0.846,7.1,1.97,2.73,False,True,False,False
000004,深主板,1,buy_day,2024-08-23 00:00:00,60.1,49.0,33.4,80.2,-0.0264,-0.052,0.0511,True,False,False,1.08,12.62,True,7.6,True,7.5,True,7.3,True,7.3,0.512,4.44,2.82,1.99,True,False,False,False
000004,深主板,1,buy_next,2024-08-26 00:00:00,61.9,58.9,41.9,92.8,0.0462,-0.0324,0.1571,False,False,True,1.02,15.36,True,7.37,True,7.68,True,7.97,True,7.97,0.547,4.68,3.38,1.69,False,False,False,False
000004,深主板,1,sell_peak,2024-09-06 00:00:00,59.0,57.6,66.7,39.5,0.288,0.2224,0.1312,False,False,True,0.65,22.69,False,-2.03,False,-1.3,True,3.5,True,3.86,0.724,6.2,0.76,1.38,False,True,False,False
000004,深主板,4,buy_day,2024-09-18 00:00:00,,100.0,100.0,100.0,0.0,0.0,0.0,,,,0.5,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1.19,9.87,1.0,0.0,,,,
000004,深主板,4,buy_next,2024-09-19 00:00:00,,100.0,100.0,100.0,0.0965,0.0193,0.1544,True,False,True,0.68,27.02,True,4.78,True,4.78,True,4.78,True,4.78,1.2,9.04,0.91,0.91,False,False,True,False
000004,深主板,4,sell_peak,2024-09-24 00:00:00,,93.1,97.7,83.9,0.7415,0.2788,0.9255,False,False,True,0.75,49.89,True,12.53,True,12.53,True,12.53,True,12.53,1.36,8.36,7.56,43.96,False,True,True,False
000004,深主板,1,buy_day,2024-12-12 00:00:00,74.3,63.1,61.5,66.3,0.2597,0.1457,0.228,False,False,True,1.17,13.05,True,7.53,True,8.04,True,8.7,True,8.7,0.702,3.5,2.54,3.45,True,False,False,False
000004,深主板,1,buy_next,2024-12-13 00:00:00,74.4,66.4,63.1,72.9,0.3639,0.1893,0.3492,False,False,True,1.01,15.76,True,5.86,True,7.05,True,8.08,True,8.08,0.739,3.69,4.79,2.45,False,False,False,False
000004,深主板,1,sell_peak,2024-12-13 00:00:00,74.4,66.4,63.1,72.9,0.3639,0.1893,0.3492,False,False,True,1.01,15.76,True,5.86,True,7.05,True,8.08,True,8.08,0.739,3.69,4.79,2.45,False,False,False,False
000004,深主板,1,buy_day,2025-02-10 00:00:00,52.8,63.9,39.3,113.2,-0.3421,-0.4854,0.2864,True,False,False,0.92,42.01,True,15.63,True,20.68,True,17.52,True,17.52,0.795,5.69,1.4,0.88,False,False,False,False
000004,深主板,1,buy_next,2025-02-11 00:00:00,50.8,69.0,49.2,108.5,-0.2001,-0.4283,0.4564,False,False,False,0.82,43.13,True,7.54,True,16.61,True,13.91,True,13.91,0.805,5.87,1.69,1.39,False,False,False,False
000004,深主板,1,sell_peak,2025-02-11 00:00:00,50.8,69.0,49.2,108.5,-0.2001,-0.4283,0.4564,False,False,False,0.82,43.13,True,7.54,True,16.61,True,13.91,True,13.91,0.805,5.87,1.69,1.39,False,False,False,False
000004,深主板,1,buy_day,2025-04-15 00:00:00,53.6,66.0,48.5,101.0,-0.1507,-0.1651,0.0286,True,False,False,0.85,23.33,True,9.76,True,9.02,True,8.14,True,8.14,0.522,5.08,2.48,3.55,False,False,False,False
000004,深主板,1,buy_next,2025-04-16 00:00:00,46.9,70.3,55.7,99.4,-0.122,-0.1564,0.069,False,False,False,0.61,22.49,True,2.31,True,3.89,True,2.45,True,2.45,0.534,5.48,2.13,1.08,False,False,False,False
000004,深主板,1,sell_peak,2025-04-17 00:00:00,53.0,79.8,63.7,111.9,-0.0549,-0.1361,0.1624,False,False,False,0.82,23.16,True,5.41,True,9.27,True,7.51,True,7.51,0.546,5.31,1.62,0.93,False,False,False,False
000006,深主板,1,buy_day,2024-09-03 00:00:00,66.9,60.2,46.8,86.9,0.0402,0.0172,0.0461,False,False,True,1.14,13.33,True,7.7,True,7.95,True,8.55,True,8.55,0.163,3.92,1.8,1.93,False,False,False,False
000006,深主板,1,buy_next,2024-09-04 00:00:00,64.8,59.6,51.1,76.7,0.0586,0.0254,0.0662,False,False,True,0.95,15.15,True,4.72,True,5.95,True,6.89,True,6.89,0.179,4.34,3.88,2.45,False,False,False,False
000006,深主板,1,sell_peak,2024-09-04 00:00:00,64.8,59.6,51.1,76.7,0.0586,0.0254,0.0662,False,False,True,0.95,15.15,True,4.72,True,5.95,True,6.89,True,6.89,0.179,4.34,3.88,2.45,False,False,False,False
000006,深主板,1,buy_day,2024-09-27 00:00:00,88.9,85.6,76.6,103.6,0.1396,0.064,0.1513,False,False,True,1.13,24.82,True,12.01,True,15.59,True,15.59,True,15.59,0.228,4.44,1.71,1.17,False,False,False,False
000006,深主板,1,buy_next,2024-09-30 00:00:00,91.9,90.2,81.1,108.3,0.2187,0.0949,0.2475,False,False,True,1.1,38.27,True,15.73,True,22.0,True,23.05,True,23.05,0.25,4.47,2.37,1.59,False,False,True,False
000006,深主板,1,sell_peak,2024-10-08 00:00:00,86.8,82.6,81.6,84.5,0.2701,0.13,0.2803,False,False,True,0.94,42.97,True,8.71,True,16.86,True,18.79,True,18.79,0.302,5.51,1.71,0.97,False,False,True,False
000006,深主板,5,buy_day,2024-10-18 00:00:00,70.4,67.2,69.0,63.7,0.0115,-0.0008,0.0246,True,False,True,0.76,19.05,True,4.99,True,4.99,True,4.99,True,4.99,0.54,8.56,0.7,0.66,False,False,False,False
000006,深主板,5,buy_next,2024-10-21 00:00:00,83.3,78.1,72.0,90.4,0.0857,0.0165,0.1383,False,False,True,0.84,33.35,True,11.17,True,11.17,True,11.17,True,11.17,0.562,8.11,1.58,2.03,True,False,False,False
000006,深主板,5,sell_peak,2024-11-12 00:00:00,66.3,59.2,54.0,69.7,0.7984,0.7474,0.1021,False,False,True,0.81,62.35,True,7.72,True,9.44,True,19.51,True,19.51,0.877,8.78,1.17,1.2,True,False,False,False
000006,深主板,1,buy_day,2024-11-28 00:00:00,78.4,64.5,60.1,73.4,0.0813,0.0234,0.1157,False,False,True,1.04,15.72,True,7.88,True,8.54,True,8.54,True,8.54,0.489,5.53,1.22,1.78,True,False,False,False
000006,深主板,1,buy_next,2024-11-29 00:00:00,79.1,71.5,63.9,86.7,0.1354,0.0458,0.1792,False,False,True,0.91,19.26,True,6.54,True,7.92,True,7.92,True,7.92,0.511,5.75,1.52,1.3,False,False,False,False
000006,深主板,1,sell_peak,2024-12-02 00:00:00,83.2,73.0,66.9,85.1,0.2066,0.078,0.2572,False,False,True,0.95,24.24,True,7.47,True,10.99,True,10.99,True,10.99,0.578,6.23,1.61,1.1,False,False,False,False
000006,深主板,1,buy_day,2025-01-20 00:00:00,64.6,70.1,52.7,104.8,0.026,-0.014,0.08,True,False,True,1.21,12.47,True,7.5,True,8.64,True,8.85,True,8.85,0.352,4.7,1.85,1.99,False,False,False,False
000006,深主板,1,buy_next,2025-01-21 00:00:00,66.3,68.8,58.0,90.2,0.0762,0.004,0.1443,False,False,True,1.08,16.41,True,6.73,True,8.94,True,9.44,True,9.44,0.4,5.28,3.71,2.32,False,False,False,False
000006,深主板,1,sell_peak,2025-01-21 00:00:00,66.3,68.8,58.0,90.2,0.0762,0.004,0.1443,False,False,True,1.08,16.41,True,6.73,True,8.94,True,9.44,True,9.44,0.4,5.28,3.71,2.32,False,False,False,False
000006,深主板,1,buy_day,2025-03-27 00:00:00,70.5,60.5,41.5,98.7,0.0543,-0.0047,0.1178,False,False,True,1.24,15.93,True,9.54,True,11.51,True,11.75,True,11.75,0.282,3.79,3.22,2.21,False,False,False,False
000006,深主板,1,buy_next,2025-03-28 00:00:00,74.8,66.2,49.7,99.1,0.132,0.0227,0.2186,False,False,True,1.14,23.58,True,10.98,True,14.3,True,15.09,True,15.09,0.32,4.12,2.99,1.43,False,False,False,False
000006,深主板,1,sell_peak,2025-03-31 00:00:00,61.7,60.5,53.3,74.9,0.1539,0.0489,0.21,False,False,True,0.81,24.12,True,1.9,True,6.31,True,7.5,True,7.5,0.366,5.02,1.77,0.83,False,False,False,False
000006,深主板,1,buy_day,2025-08-12 00:00:00,84.0,77.7,62.8,107.6,0.1028,0.0034,0.1987,False,False,True,1.2,23.2,True,11.78,True,15.98,True,16.17,True,16.17,0.24,3.22,2.69,1.23,False,False,False,False
000006,深主板,1,buy_next,2025-08-13 00:00:00,82.4,77.9,67.8,98.1,0.1648,0.0357,0.2582,False,False,True,1.01,27.89,True,7.59,True,13.42,True,14.32,True,14.32,0.258,3.47,2.48,1.31,False,False,False,False
000006,深主板,1,sell_peak,2025-08-19 00:00:00,83.2,82.1,76.1,93.9,0.3218,0.1699,0.3038,False,False,True,0.96,36.06,True,4.91,True,10.97,True,16.68,True,16.68,0.335,4.26,0.9,0.94,False,False,False,False
000006,深主板,1,buy_day,2025-09-24 00:00:00,81.8,81.5,70.0,104.6,0.2645,0.1186,0.2918,False,False,True,1.16,26.36,True,12.01,True,16.25,True,17.44,True,17.44,0.479,5.17,0.97,0.85,False,False,False,False
000006,深主板,1,buy_next,2025-09-25 00:00:00,81.9,82.5,74.1,99.1,0.3431,0.1635,0.3591,False,False,True,1.01,31.46,True,8.18,True,13.95,True,16.0,True,16.0,0.489,5.27,1.67,1.67,False,False,False,False
000006,深主板,1,sell_peak,2025-10-14 00:00:00,92.9,92.9,90.0,98.8,1.2873,0.7413,1.0921,False,False,True,1.1,84.84,True,14.92,True,30.29,True,50.83,True,50.83,0.821,5.96,2.89,3.86,False,False,True,False
000006,深主板,1,buy_day,2026-05-12 00:00:00,62.8,62.5,49.4,88.7,0.0001,-0.0469,0.094,True,False,True,1.14,13.56,True,8.16,True,8.93,True,8.66,True,8.66,0.417,4.0,2.57,2.41,False,False,False,False
000006,深主板,1,buy_next,2026-05-13 00:00:00,61.2,64.3,54.4,84.1,0.0555,-0.0264,0.1638,False,False,True,0.97,15.59,True,5.44,True,7.64,True,7.27,True,7.27,0.436,4.2,3.02,1.57,False,False,False,False
000006,深主板,1,sell_peak,2026-05-19 00:00:00,63.6,71.0,60.3,92.4,0.2052,0.0621,0.2862,False,False,True,1.11,21.54,True,7.38,True,11.2,True,13.21,True,13.21,0.535,4.8,1.33,2.74,False,False,False,False
000007,深主板,2,buy_day,2024-07-02 00:00:00,72.3,74.5,57.4,108.5,0.0037,-0.0265,0.0605,True,False,True,1.21,13.4,True,8.14,True,9.85,True,9.57,True,9.57,0.162,3.1,19.05,23.42,False,False,False,False
000007,深主板,2,buy_next,2024-07-03 00:00:00,83.0,83.0,65.9,117.0,0.0775,-0.0057,0.1665,False,False,True,1.22,25.71,True,14.05,True,18.36,True,18.63,True,18.63,0.189,3.3,5.76,1.37,False,False,False,False
000007,深主板,2,sell_peak,2024-07-04 00:00:00,58.3,73.8,68.6,84.3,0.089,0.0132,0.1515,False,False,True,0.75,25.63,True,0.94,True,5.67,True,6.31,True,6.31,0.216,4.19,1.9,0.69,False,False,False,False
000007,深主板,1,buy_day,2024-09-30 00:00:00,95.3,89.6,81.4,106.1,0.4003,0.2301,0.3403,False,False,True,1.02,46.41,True,13.29,True,20.61,True,24.13,True,24.13,0.341,5.03,1.73,1.31,False,False,True,False
000007,深主板,1,buy_next,2024-10-08 00:00:00,96.1,90.6,84.5,102.9,0.5012,0.2843,0.4337,False,False,True,1.03,56.22,True,14.91,True,23.79,True,29.8,True,29.8,0.367,5.05,2.04,1.35,False,False,True,False
000007,深主板,1,sell_peak,2024-10-09 00:00:00,92.9,86.4,85.1,89.0,0.5665,0.3408,0.4515,False,False,True,0.92,60.55,True,8.06,True,17.71,True,25.5,True,25.5,0.409,5.71,2.17,1.3,False,False,True,False
000007,深主板,1,buy_day,2024-11-05 00:00:00,72.6,64.3,51.9,89.0,0.167,0.0976,0.1389,False,False,True,1.14,18.9,True,10.31,True,11.19,True,12.12,True,12.12,0.394,5.03,2.76,2.17,False,False,False,False
000007,深主板,1,buy_next,2024-11-06 00:00:00,75.1,68.1,57.3,89.6,0.2405,0.1261,0.2287,False,False,True,1.08,25.03,True,10.75,True,13.03,True,14.58,True,14.58,0.424,5.23,4.15,2.03,False,False,False,False
000007,深主板,1,sell_peak,2024-11-06 00:00:00,75.1,68.1,57.3,89.6,0.2405,0.1261,0.2287,False,False,True,1.08,25.03,True,10.75,True,13.03,True,14.58,True,14.58,0.424,5.23,4.15,2.03,False,False,False,False
000007,深主板,1,buy_day,2025-04-25 00:00:00,80.5,84.8,77.4,99.5,0.2395,0.1346,0.2097,False,False,True,1.05,24.84,True,7.06,True,12.02,True,13.56,True,13.56,0.353,4.93,3.9,4.66,False,False,False,False
000007,深主板,1,buy_next,2025-04-28 00:00:00,66.3,78.3,77.7,79.3,0.2444,0.1566,0.1756,False,False,True,0.73,24.61,False,-0.65,True,3.91,True,5.61,True,5.61,0.372,5.57,1.68,0.71,False,False,False,False
000007,深主板,1,sell_peak,2025-04-28 00:00:00,66.3,78.3,77.7,79.3,0.2444,0.1566,0.1756,False,False,True,0.73,24.61,False,-0.65,True,3.91,True,5.61,True,5.61,0.372,5.57,1.68,0.71,False,False,False,False
000007,深主板,1,buy_day,2025-12-01 00:00:00,69.6,62.4,47.5,92.0,0.0714,-0.0079,0.1587,False,False,True,1.2,15.58,True,9.38,True,10.94,True,10.85,True,10.85,0.482,4.43,1.5,0.98,False,False,False,False
000007,深主板,1,buy_next,2025-12-02 00:00:00,67.6,69.5,54.8,98.7,0.1374,0.0211,0.2326,False,False,True,1.0,18.47,True,5.76,True,8.88,True,9.19,True,9.19,0.495,4.59,1.91,1.38,False,False,False,False
000007,深主板,1,sell_peak,2025-12-02 00:00:00,67.6,69.5,54.8,98.7,0.1374,0.0211,0.2326,False,False,True,1.0,18.47,True,5.76,True,8.88,True,9.19,True,9.19,0.495,4.59,1.91,1.38,False,False,False,False
000007,深主板,1,buy_day,2025-12-15 00:00:00,90.5,69.6,59.0,90.8,0.1195,0.0245,0.19,False,False,True,0.86,25.74,True,9.27,True,9.27,True,9.27,True,9.27,0.685,5.9,2.63,1.76,False,False,False,False
000007,深主板,1,buy_next,2025-12-16 00:00:00,92.3,75.8,64.6,98.1,0.2319,0.066,0.3317,False,False,True,0.82,31.33,True,10.09,True,10.09,True,10.09,True,10.09,0.692,5.77,2.11,1.13,False,False,False,False
000007,深主板,1,sell_peak,2025-12-16 00:00:00,92.3,75.8,64.6,98.1,0.2319,0.066,0.3317,False,False,True,0.82,31.33,True,10.09,True,10.09,True,10.09,True,10.09,0.692,5.77,2.11,1.13,False,False,False,False
000007,深主板,1,buy_day,2026-04-30 00:00:00,78.6,80.2,71.7,97.3,0.3059,0.1529,0.306,False,False,True,1.18,16.04,True,7.77,True,10.29,True,10.98,True,10.98,0.585,3.77,1.72,0.97,False,False,False,False
000007,深主板,1,buy_next,2026-05-06 00:00:00,81.0,81.8,75.1,95.3,0.4309,0.2085,0.4448,False,False,True,1.1,21.81,True,7.79,True,11.67,True,13.03,True,13.03,0.633,3.96,2.14,1.53,False,False,False,False
000007,深主板,1,sell_peak,2026-05-08 00:00:00,85.4,85.2,80.5,94.4,0.7544,0.3816,0.7458,False,False,True,1.03,34.98,True,7.82,True,14.98,True,18.47,True,18.47,0.771,4.48,1.51,1.37,False,False,True,False
000008,深主板,3,buy_day,2024-03-07 00:00:00,76.7,60.2,53.6,73.3,0.0239,0.0112,0.0254,False,False,True,1.24,11.38,True,7.24,True,8.03,True,8.46,True,8.46,0.067,2.85,5.6,8.43,True,False,False,False
000008,深主板,3,buy_next,2024-03-08 00:00:00,84.8,73.5,60.2,99.9,0.0543,0.0198,0.0689,False,False,True,1.24,23.5,True,13.52,True,16.39,True,17.39,True,17.39,0.084,3.26,9.05,3.03,False,False,False,False
000008,深主板,3,sell_peak,2024-03-12 00:00:00,89.9,81.3,72.2,99.7,0.137,0.0558,0.1624,False,False,True,1.08,46.73,True,13.55,True,23.56,True,27.23,True,27.23,0.117,4.04,6.79,16.75,False,False,False,False
000008,深主板,1,buy_day,2024-07-19 00:00:00,65.9,53.1,34.4,90.6,-0.0014,-0.0105,0.0182,True,False,False,1.16,13.65,True,8.81,True,9.45,True,8.99,True,8.99,0.061,2.97,2.87,2.2,False,False,False,False
000008,深主板,1,buy_next,2024-07-22 00:00:00,63.0,57.0,41.9,87.1,0.0096,-0.0065,0.0323,False,False,True,0.96,15.66,True,5.51,True,7.64,True,7.28,True,7.28,0.065,3.22,5.63,2.65,False,False,False,False
000008,深主板,1,sell_peak,2024-07-23 00:00:00,72.1,67.4,50.4,101.3,0.0302,0.0008,0.0587,False,False,True,1.14,21.91,True,9.33,True,13.84,True,13.97,True,13.97,0.079,3.6,4.95,1.78,False,False,False,False
000008,深主板,1,buy_day,2024-08-01 00:00:00,,66.7,55.6,88.9,0.0168,0.0034,0.0268,True,False,True,0.68,26.58,True,4.7,True,4.7,True,4.7,True,4.7,0.17,7.26,1.61,1.61,True,False,False,False
000008,深主板,1,buy_next,2024-08-02 00:00:00,72.4,59.5,56.9,64.8,0.0233,0.0073,0.0319,False,False,True,0.54,18.9,True,0.74,True,0.74,True,0.74,True,0.74,0.19,8.41,2.14,1.73,False,False,False,False
000008,深主板,1,sell_peak,2024-08-02 00:00:00,72.4,59.5,56.9,64.8,0.0233,0.0073,0.0319,False,False,True,0.54,18.9,True,0.74,True,0.74,True,0.74,True,0.74,0.19,8.41,2.14,1.73,False,False,False,False
000008,深主板,1,buy_day,2024-11-05 00:00:00,76.7,81.3,77.6,88.7,0.0852,0.0506,0.0691,False,False,True,1.03,22.9,True,7.14,True,10.75,True,12.23,True,12.23,0.12,4.35,1.81,3.37,True,False,False,False
000008,深主板,1,buy_next,2024-11-06 00:00:00,77.2,80.5,78.6,84.4,0.1018,0.0609,0.0819,False,False,True,0.96,26.01,True,5.54,True,9.54,True,11.92,True,11.92,0.125,4.48,1.94,1.24,False,False,False,False
000008,深主板,1,sell_peak,2024-11-07 00:00:00,79.4,84.5,80.5,92.3,0.1217,0.073,0.0973,False,False,True,0.99,29.91,True,7.06,True,11.11,True,14.64,True,14.64,0.13,4.51,1.22,0.77,False,False,True,False
000008,深主板,4,buy_day,2024-12-02 00:00:00,71.9,63.7,45.6,99.8,0.0131,-0.0014,0.0291,True,False,True,1.16,14.29,True,9.19,True,9.36,True,9.45,True,9.45,0.113,4.05,1.19,1.44,False,False,False,False
000008,深主板,4,buy_next,2024-12-03 00:00:00,81.2,75.8,55.7,116.0,0.0526,0.0094,0.0865,False,False,True,1.21,26.1,True,14.69,True,18.01,True,18.6,True,18.6,0.125,4.1,3.18,2.77,False,False,False,False
000008,深主板,4,sell_peak,2024-12-06 00:00:00,89.5,86.2,77.5,103.7,0.2312,0.0931,0.2763,False,False,True,1.04,64.46,True,12.24,True,28.7,True,34.9,True,34.9,0.186,4.97,10.78,21.4,False,False,False,False
000008,深主板,1,buy_day,2024-12-24 00:00:00,47.8,35.4,29.1,48.2,-0.0434,-0.0287,-0.0293,False,False,False,0.78,14.14,True,4.79,True,3.96,True,3.96,True,3.96,0.157,4.99,2.15,2.19,True,False,False,False
000008,深主板,1,buy_next,2024-12-25 00:00:00,51.4,48.5,35.5,74.3,-0.03,-0.029,-0.0021,False,False,False,0.82,15.2,True,5.19,True,4.88,True,4.88,True,4.88,0.165,5.16,2.69,1.45,False,False,False,False
000008,深主板,1,sell_peak,2024-12-25 00:00:00,51.4,48.5,35.5,74.3,-0.03,-0.029,-0.0021,False,False,False,0.82,15.2,True,5.19,True,4.88,True,4.88,True,4.88,0.165,5.16,2.69,1.45,False,False,False,False
