code,board,n_days,annual_return,annual_vol,sharpe,max_drawdown,daily_vol,limit_up_count,limit_down_count,vol_mean,vol_cv,vol_price_corr,autocorr,amplitude,short_score,trend_score
000001,深主板,1288,-0.05389452007982132,0.27966949858664736,-0.19270789396836455,-0.6389444222311076,0.017617522441676164,2,0,1102875.9542280838,0.5271570879858899,0.21108765414516065,-0.007279208615066777,0.022167294714106275,0.025406504065040653,0.18678861788617884
000002,深主板,1288,-0.2691312546666822,0.37630708147918485,-0.7151905130479693,-0.8886567164179104,0.023705117956820072,11,1,1268627.489526765,0.8155324914894916,0.3233446147818964,0.0225491192844242,0.030052591913944125,0.20040650406504068,0.1565040650406504
000004,深主板,1282,-0.19013151555098962,0.6144519457481689,-0.30943268528425233,-0.8937235271467078,0.03870683431070015,52,24,75350.64068589245,0.9985927798996672,0.017662270269712864,0.1261532819884734,0.04685802155632626,0.8786585365853659,0.45955284552845527
000006,深主板,1288,0.24464886374836636,0.46798284554812764,0.5227731445194748,-0.5007342143906021,0.029480148265826105,29,11,332173.51823118696,1.1505534499617736,0.20942975279170956,0.06205315923704506,0.03748798628476556,0.6239837398373984,0.6979674796747968
000007,深主板,1284,0.32919856929493596,0.4631456717226193,0.7107883963818946,-0.6085972850678734,0.029175434956524058,17,12,90177.58443579766,1.1759774062393944,-0.02533703025323127,0.18798012742877054,0.039381484042661466,0.6591463414634147,0.8660569105691056
000008,深主板,1288,0.09218519599647834,0.3912357861109729,0.23562567451416694,-0.448170731707317,0.024645537953297436,24,4,487780.3180760279,1.2761524954612637,0.3060681303354676,0.049073840551998676,0.029387807103773932,0.365040650406504,0.5660569105691057
000009,深主板,1288,0.13198265282054655,0.45767760488805637,0.28837472362849886,-0.7518097207859359,0.028830979123273256,25,6,474876.06128782,0.9420968508828029,0.26971161931833665,0.047647992047901114,0.035627092748587094,0.4817073170731707,0.4286585365853659
000010,深主板,1287,0.07168581658463724,0.5233918999021838,0.13696393963688497,-0.6943231441048034,0.03297059060397119,49,12,281125.18788819876,1.1404055518046023,0.30760059526008876,0.07765903139213699,0.044264570558697404,0.8376016260162602,0.4876016260162601
000011,深主板,1288,0.0069334659388760045,0.4117730613571188,0.016838075604131888,-0.5563076923076924,0.025939264689206598,15,8,87551.54150504267,0.9831412865557129,0.351211911421554,-0.043300658458911345,0.03383455341068462,0.3650406504065041,0.22276422764227644
000012,深主板,1288,-0.06507343994112247,0.3417376730302889,-0.19041927500733838,-0.6846635367762128,0.021527449915715455,5,2,288856.62529092317,0.9511438779072882,0.24183855341834648,0.004734009442927859,0.02709728099189203,0.1638211382113821,0.18739837398373985
000014,深主板,1288,0.23590093250754296,0.4911778910890255,0.4802759586440469,-0.496407576747224,0.030941298793207853,32,13,112839.13964313421,0.9649895092061048,0.37490631659674256,0.004186786338179674,0.04096316147399605,0.6813008130081302,0.48455284552845523
000016,深主板,1268,-0.030968858461628446,0.47728839144073243,-0.06488500247857804,-0.7572327044025158,0.030066342557386362,35,12,380401.8715524035,1.3584324627663877,0.127456901378138,0.11931729771099053,0.036069001735547064,0.6693089430894309,0.49857723577235774
000017,深主板,1287,0.3720823211559521,0.5047990665499351,0.7370899548189743,-0.6178861788617886,0.03179935219401601,49,10,172282.39285714287,1.2546218930235327,0.21106707218323734,0.11205030735005986,0.040911256734756304,0.798780487804878,0.7827235772357725
000019,深主板,1288,0.05414294928295238,0.32529449049055487,0.16644287212274336,-0.40021344717182494,0.020491626778511275,8,0,107935.41660201707,1.0286550678876094,0.4436976987539903,-0.062420263243702784,0.027967687806401652,0.18516260162601628,0.3030487804878049
000020,深主板,1288,0.22890443959114593,0.49513949781507083,0.46230292796524025,-0.5588094095055209,0.03119085655962111,42,20,48283.31574864236,1.2825558547631573,0.19645261408475662,0.1651478156897913,0.03799691005045107,0.7400406504065041,0.8373983739837398
000021,深主板,1288,0.20140199597606046,0.45715220511077026,0.4405578573710691,-0.6034172661870503,0.028797882048283072,19,6,470058.734678045,1.0164417598020505,0.369413699353711,0.0189779406343662,0.03682654673591582,0.5376016260162602,0.45670731707317075
000025,深主板,1288,0.08624054817990912,0.4258980077087794,0.20249108147713782,-0.6063404124345952,0.026829052673221433,34,9,92508.91776570985,1.2041495538246922,0.36019944489743033,0.03857295040481634,0.032880510422392976,0.4571138211382114,0.44471544715447153
000026,深主板,1288,0.17774492192116287,0.40277592554284936,0.44129976656773506,-0.5136904761904761,0.025372498406434466,21,4,73519.62373933282,1.1900645870551225,0.30116580591654885,-0.02475013706143202,0.03228458004210139,0.39939024390243905,0.40243902439024387
000027,深主板,1288,0.08153579326235727,0.3501848379493933,0.23283644643158524,-0.5523495465787305,0.02205957128856068,14,2,372017.7051978278,1.2807056860594235,0.31049507617971533,0.015506158782327606,0.026650829877663824,0.27764227642276423,0.39979674796747966
000028,深主板,1288,-0.06498753766702137,0.3173017456805225,-0.20481304799518665,-0.6301538461538462,0.019988131181841087,3,1,38667.40186190845,0.6541552714294002,0.22464472940240732,-0.007120517496799314,0.024693514406160626,0.06747967479674798,0.19166666666666668
000029,深主板,1288,0.37473743172274165,0.4534058633712188,0.826494454519066,-0.4460988683740321,0.0285618847013994,26,7,72679.51124903026,1.0109943173919,0.374206724789537,0.02715147603289171,0.03980980100024378,0.5804878048780487,0.6321138211382115
000030,深主板,1288,-0.015289064633144389,0.348553315189971,-0.04386435006309274,-0.5460910151691949,0.021956795015232743,6,2,112460.60667183863,0.7451904997842019,0.3002009669810543,0.04021773801536433,0.031015884916283102,0.1660569105691057,0.407520325203252
000031,深主板,1288,0.004010458777977899,0.3824989147227239,0.010484889299320255,-0.5633528265107213,0.024095166788295947,11,5,209113.01318851823,0.9652304145404265,0.30246533409172116,-0.0007999729518606038,0.03384427526767464,0.3046747967479675,0.28028455284552845
000032,深主板,1287,0.11752845323098082,0.5239318694603825,0.2243201074063845,-0.6970074812967582,0.03300460548888878,36,13,215257.03027950312,1.0879771334598496,0.3450834419953277,0.10867600797025703,0.04638066292890062,0.8394308943089431,0.5798780487804879
000034,深主板,1288,0.2530070185772404,0.4900619465567121,0.5162755858824091,-0.45115067303517153,0.03087100089536396,19,4,239465.61132660977,0.8104527354184431,0.4061784832499897,0.018809419021677178,0.04107237878596644,0.6353658536585365,0.550609756097561
000035,深主板,1288,0.1862623585226395,0.4018007488915038,0.46356896804325015,-0.5566037735849056,0.02531106805158168,16,3,288101.23894491856,1.0719327933133924,0.31224639898394446,0.05264479889956651,0.03412603632856238,0.38048780487804884,0.6278455284552845
000036,深主板,1288,0.1592127153993379,0.4196254911284222,0.37941621461364566,-0.47580645161290325,0.026433921269265373,22,8,210993.97982932505,1.2770941065398231,0.3500178036115861,0.0416051226905933,0.03406343654637652,0.47926829268292687,0.5798780487804878
000037,深主板,1288,0.12456026050600388,0.4953902342724929,0.25143866771804113,-0.568922305764411,0.03120665147178673,41,12,142808.32583397982,1.1475238908623602,0.3638743410586658,0.06807123343958602,0.03900835641425711,0.7203252032520325,0.5861788617886179
000039,深主板,1288,0.03145281430249347,0.37641626803315975,0.08355859449656594,-0.7077562326869806,0.023711996063208875,8,3,288955.5709852599,0.8745264358747717,0.2619480934428063,0.03968525831775048,0.028150812188308446,0.19491869918699187,0.34573170731707314
000042,深主板,1288,0.11735442124249462,0.4507441934958554,0.26035703384734493,-0.7338247338247339,0.028394215259438357,23,12,79570.48797517456,1.067837224896727,0.2701655903201507,0.06662768806590964,0.03618217608547715,0.5280487804878049,0.4855691056910569
000045,深主板,1275,0.22875290231891365,0.4606944975278003,0.49653925442230773,-0.4589917231000752,0.029021025496057628,26,10,103073.92946708464,1.1343172796459953,0.1530881794803211,0.05214681955615021,0.03658533957808355,0.5876016260162602,0.6717479674796748
000048,深主板,1288,-0.012630108828318942,0.41226220379713996,-0.030636106613677796,-0.5740181268882175,0.02597007776663477,9,10,60438.91311093871,1.0219830826009997,0.30118293525489614,0.09601020352176678,0.03542963184869256,0.4093495934959349,0.5542682926829269
000049,深主板,1282,-0.05457129433922547,0.4862925290533176,-0.112219067904377,-0.7754972760674015,0.030633549911993584,20,6,85660.99298519095,0.8178536520112888,0.2969217150099507,0.0040098463360442255,0.03768561062244977,0.5723577235772358,0.15447154471544716
000050,深主板,1288,-0.0757602963032552,0.32290030215423315,-0.2346244205961391,-0.6431897555296857,0.020340807089707494,5,2,181720.5934833204,0.8374129308685875,0.22239876858564142,0.03125482514352015,0.027046539620540815,0.11585365853658536,0.2945121951219512
000055,深主板,1288,0.013262393518365778,0.32743413481804945,0.04050400403652327,-0.45593220338983054,0.020626411701956053,11,3,119312.15903801397,1.2732919525457023,0.305535352502463,-0.09374120296086538,0.026854573406191636,0.2552845528455285,0.24878048780487805
000056,深主板,1287,0.09532981344426439,0.6337518321026422,0.15042136150988644,-0.8258547008547008,0.0399226128732179,69,34,461357.1591614907,1.0356117785999408,0.08696781818362152,0.17671746647608755,0.05252183201698387,0.901219512195122,0.6016260162601627
000058,深主板,1288,0.15989577020121581,0.463364306200392,0.34507571701490836,-0.46308016877637137,0.029189207634052892,33,13,170042.54305663306,1.1552561822884548,0.19854252043304685,0.052584649234325924,0.03612860147545576,0.5920731707317073,0.6184959349593496
000059,深主板,1288,0.09291926803951389,0.41857743745367193,0.22198823855573482,-0.6024096385542169,0.02636790009345498,9,8,244226.3894491854,0.7615352523097491,0.3204271461628181,0.024592590787407036,0.035563216081740394,0.3546747967479675,0.40447154471544716
000060,深主板,1288,0.1267538284525278,0.3439322773725675,0.3685429859065559,-0.46444121915820025,0.021665696994664304,3,3,646665.5399534523,0.9052212716233898,0.30569527921575285,-0.013933735237532656,0.028534200654298854,0.16666666666666669,0.4123983739837398
000061,深主板,1288,0.056952932006500534,0.3246511788618887,0.17542807700916785,-0.3535762483130904,0.020451101955059687,10,1,127713.37005430566,0.9574620780287287,0.3449908730206392,0.04598396647290586,0.0282173326958793,0.15955284552845528,0.5436991869918699
000062,深主板,1288,0.38559429602590645,0.47837410066023117,0.8060517814273932,-0.5720430107526882,0.030134735809551214,42,11,165479.03413498835,1.5745118279666503,0.2589444763737098,0.169012129567499,0.03545824258997745,0.6680894308943089,0.891260162601626
000063,深主板,1287,0.10411817242972465,0.41628041845854447,0.250115469796217,-0.5234958278436539,0.026223201497790723,10,4,901798.8385093168,0.8576116424859691,0.25876375335684837,-0.033377975059737906,0.0328369597651194,0.3189024390243902,0.3213414634146342
000065,深主板,1282,0.2407983795572155,0.4714893137029507,0.5107186367938004,-0.592039800995025,0.029701034997202995,28,8,220751.84411535464,0.9807727355160263,0.29928705626227653,0.11240197264398731,0.03744728840043579,0.5719512195121952,0.7709349593495936
000066,深主板,1288,0.11042353574251274,0.4785085334247656,0.23076607422691717,-0.6367149758454107,0.030143204277718286,27,5,833718.8719937936,1.1800548030562716,0.33105938564987775,0.05370849451364527,0.03898256062424608,0.6951219512195121,0.49756097560975615
000068,深主板,1288,0.1100765374173378,0.445854901730464,0.2468887007636471,-0.5973597359735974,0.0280862188285226,32,12,209940.6415826222,1.1249370855058782,0.2998483005118854,0.021148555423305744,0.037699926953482114,0.5607723577235773,0.40528455284552845
000069,深主板,1288,-0.13726163337924357,0.3770303398841663,-0.3640599147045142,-0.8306679209783632,0.023750678953801455,8,2,647729.9216446858,0.7670382433898767,0.2680883747882794,0.03489751925847466,0.03286602135418058,0.23109756097560977,0.216869918699187
